review_id,review_text,voted_up,votes_up,playtime_at_review,timestamp_created
200000220,Really fun fresh take on hero shooters with the card system!,1,1,17.97,1710066000
200000221,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,7,5.45,1710066300
200000222,FPS drops and stuttering every time a card ability is activated. Poor optimization.,0,2,2.45,1710066600
200000223,Cards mechanic feels totally RNG and unfair in ranked mode.,0,7,7.63,1710066900
200000224,FPS drops and stuttering every time a card ability is activated. Poor optimization.,0,8,3.17,1710067200
200000225,The card balance RNG ruins competitive play. Deck cards are way too overpowered.,0,14,10.84,1710067500
200000226,Gunplay is crisp and art style is super stylish.,1,11,7.95,1710067800
200000227,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,13,30.56,1710068100
200000228,"Great concept, hoping the devs fix the server issues soon.",1,6,38.81,1710068400
200000229,"Great concept, hoping the devs fix the server issues soon.",1,12,9.27,1710068700
200000230,Battle pass is predatory and microtransactions are overpriced for a game in this state.,0,9,11.92,1710069000
200000231,Cards mechanic feels totally RNG and unfair in ranked mode.,0,1,3.66,1710069300
200000232,"Great concept, hoping the devs fix the server issues soon.",1,9,38.31,1710069600
200000233,Gunplay is crisp and art style is super stylish.,1,11,29.28,1710069900
200000234,Matchmaking and SBMM are horrible. Getting destroyed by cheaters and smurfs every match.,0,4,7.64,1710070200
200000235,The card balance RNG ruins competitive play. Deck cards are way too overpowered.,0,14,4.05,1710070500
200000236,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,2,8.92,1710070800
200000237,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,5,34.9,1710071100
200000238,Guns feel okay but card abilities break game balance completely.,0,11,10.58,1710071400
200000239,Battle pass is predatory and microtransactions are overpriced for a game in this state.,0,8,10.05,1710071700
200000240,"Great concept, hoping the devs fix the server issues soon.",1,9,43.7,1710072000
200000241,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,14,37.17,1710072300
200000242,Gunplay is crisp and art style is super stylish.,1,7,35.17,1710072600
200000243,"Great concept, hoping the devs fix the server issues soon.",1,11,43.69,1710072900
200000244,Cards mechanic feels totally RNG and unfair in ranked mode.,0,3,0.66,1710073200
200000245,Battle pass is predatory and microtransactions are overpriced for a game in this state.,0,11,7.22,1710073500
200000246,Matchmaking and SBMM are horrible. Getting destroyed by cheaters and smurfs every match.,0,10,5.92,1710073800
200000247,Gunplay is crisp and art style is super stylish.,1,14,30.91,1710074100
200000248,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,3,30.97,1710074400
200000249,The card balance RNG ruins competitive play. Deck cards are way too overpowered.,0,15,4.0,1710074700
200000250,Matchmaking and SBMM are horrible. Getting destroyed by cheaters and smurfs every match.,0,4,10.7,1710075000
200000251,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,13,8.21,1710075300
200000252,FPS drops and stuttering every time a card ability is activated. Poor optimization.,0,3,10.68,1710075600
200000253,"Great concept, hoping the devs fix the server issues soon.",1,8,42.56,1710075900
200000254,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,14,3.0,1710076200
200000255,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,11,8.97,1710076500
200000256,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,8,1.2,1710076800
200000257,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,14,11.41,1710077100
200000258,Matchmaking and SBMM are horrible. Getting destroyed by cheaters and smurfs every match.,0,0,7.88,1710077400
200000259,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,4,3.3,1710077700
200000260,Gunplay is crisp and art style is super stylish.,1,6,7.74,1710078000
200000261,Matchmaking and SBMM are horrible. Getting destroyed by cheaters and smurfs every match.,0,4,4.28,1710078300
200000262,Really fun fresh take on hero shooters with the card system!,1,4,16.09,1710078600
200000263,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,3,36.94,1710078900
200000264,Really fun fresh take on hero shooters with the card system!,1,11,10.27,1710079200
200000265,Gunplay is crisp and art style is super stylish.,1,0,28.55,1710079500
200000266,The card balance RNG ruins competitive play. Deck cards are way too overpowered.,0,13,1.96,1710079800
200000267,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,11,5.98,1710080100
200000268,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,7,5.7,1710080400
200000269,Really fun fresh take on hero shooters with the card system!,1,9,34.09,1710080700
200000270,The card balance RNG ruins competitive play. Deck cards are way too overpowered.,0,15,1.2,1710081000
200000271,"Great concept, hoping the devs fix the server issues soon.",1,15,32.44,1710081300
200000272,"Great concept, hoping the devs fix the server issues soon.",1,2,7.94,1710081600
200000273,FPS drops and stuttering every time a card ability is activated. Poor optimization.,0,8,1.26,1710081900
200000274,Guns feel okay but card abilities break game balance completely.,0,12,8.69,1710082200
200000275,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,13,23.15,1710082500
200000276,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,6,10.31,1710082800
200000277,Matchmaking and SBMM are horrible. Getting destroyed by cheaters and smurfs every match.,0,14,5.26,1710083100
200000278,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,10,4.09,1710083400
200000279,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,15,43.14,1710083700
200000280,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,3,1.57,1710084000
200000281,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,1,37.47,1710084300
200000282,Guns feel okay but card abilities break game balance completely.,0,3,6.96,1710084600
200000283,Cards mechanic feels totally RNG and unfair in ranked mode.,0,1,10.48,1710084900
200000284,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,6,19.07,1710085200
200000285,Connection lost every two matches. Desync makes gunplay feel unresponsive.,0,3,3.08,1710085500
200000286,Guns feel okay but card abilities break game balance completely.,0,8,4.73,1710085800
200000287,Cards mechanic feels totally RNG and unfair in ranked mode.,0,0,10.22,1710086100
200000288,Battle pass is predatory and microtransactions are overpriced for a game in this state.,0,8,0.83,1710086400
200000289,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,11,41.86,1710086700
200000290,FPS drops and stuttering every time a card ability is activated. Poor optimization.,0,12,7.01,1710087000
200000291,The card balance RNG ruins competitive play. Deck cards are way too overpowered.,0,6,1.56,1710087300
200000292,Connection lost every two matches. Desync makes gunplay feel unresponsive.,0,11,4.42,1710087600
200000293,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,2,9.43,1710087900
200000294,Gunplay is crisp and art style is super stylish.,1,1,11.3,1710088200
200000295,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,13,22.72,1710088500
200000296,Connection lost every two matches. Desync makes gunplay feel unresponsive.,0,6,5.26,1710088800
200000297,Really fun fresh take on hero shooters with the card system!,1,3,18.81,1710089100
200000298,Connection lost every two matches. Desync makes gunplay feel unresponsive.,0,9,6.56,1710089400
200000299,Cards mechanic feels totally RNG and unfair in ranked mode.,0,1,11.82,1710089700
200000300,Battle pass is predatory and microtransactions are overpriced for a game in this state.,0,4,11.37,1710090000
200000301,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,0,18.12,1710090300
200000302,Cards mechanic feels totally RNG and unfair in ranked mode.,0,12,2.52,1710090600
200000303,Matchmaking and SBMM are horrible. Getting destroyed by cheaters and smurfs every match.,0,11,6.25,1710090900
200000304,The card balance RNG ruins competitive play. Deck cards are way too overpowered.,0,14,5.52,1710091200
200000305,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,12,28.03,1710091500
200000306,"Great concept, hoping the devs fix the server issues soon.",1,12,16.58,1710091800
200000307,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,14,2.48,1710092100
200000308,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,3,8.53,1710092400
200000309,Cards mechanic feels totally RNG and unfair in ranked mode.,0,12,6.53,1710092700
200000310,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,5,13.86,1710093000
200000311,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,6,6.6,1710093300
200000312,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,4,19.04,1710093600
200000313,FPS drops and stuttering every time a card ability is activated. Poor optimization.,0,5,3.44,1710093900
200000314,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,15,2.54,1710094200
200000315,Connection lost every two matches. Desync makes gunplay feel unresponsive.,0,10,8.33,1710094500
200000316,"Love the card mechanics, brings a fresh tactical twist to FPS.",1,2,11.04,1710094800
200000317,Battle pass is predatory and microtransactions are overpriced for a game in this state.,0,1,9.66,1710095100
200000318,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,14,4.07,1710095400
200000319,Game constantly crashes to desktop. Unplayable server lag and high ping.,0,2,10.06,1710095700
200000320,Servers have terrible netcode and severe desync. I keep getting shot behind walls.,0,12,7.57,1710096000
200000321,Guns feel okay but card abilities break game balance completely.,0,1,11.47,1710096300
200000322,Matchmaking and SBMM are horrible. Getting destroyed by cheaters and smurfs every match.,0,15,4.2,1710096600
